CAMPAÑA FINAL;MES;BASE;Altas;Ingresos
ABAI Proactivo;1/07/2025;Convergencia Móvil;0; $ -   
ABAI Segundo Anillo;1/07/2025;Convergencia Móvil;2; $ -   
Almacontact Swat;1/07/2025;Convergencia Móvil;1; $ -   
AQI  Segundo Anillo;1/07/2025;Convergencia Móvil;2; $ -   
AQI Masivo Barranquilla;1/07/2025;Convergencia Móvil;24; $ -   
AQI Whatsapp;1/07/2025;Convergencia Móvil;19; $ -   
Atento  Segundo Anillo;1/07/2025;Convergencia Móvil;1; $ -   
Atento Proactivo;1/07/2025;Convergencia Móvil;0; $ -   
Atento Swat Bogotá;1/07/2025;Convergencia Móvil;1; $ -   
Atento Traslados Pereira;1/07/2025;Convergencia Móvil;1; $ -   
BRM Filtro;1/07/2025;Convergencia Móvil;12; $ -   
BRM Masivo Medellín;1/07/2025;Convergencia Móvil;23; $ -   
BRM Whatsapp;1/07/2025;Convergencia Móvil;18; $ -   
COS Fidelización Bogotá;1/07/2025;Convergencia Móvil;0; $ -   
COS Masivo Bogotá;1/07/2025;Convergencia Móvil;25; $ -   
COS Segundo Anillo;1/07/2025;Convergencia Móvil;3; $ -   
Millenium Masivo;1/07/2025;Convergencia Móvil;14; $ -   
Millenium Web Center;1/07/2025;Convergencia Móvil;4; $ -   
Nexa Masivo;1/07/2025;Convergencia Móvil;9; $ -   
ABAI Masivo;1/07/2025;Internet;37; $ 1.295.000 
ABAI Proactivo;1/07/2025;Internet;7; $ 245.000 
ABAI Segundo Anillo;1/07/2025;Internet;13; $ 455.000 
Almacontact Swat;1/07/2025;Internet;12; $ 420.000 
AQI  Segundo Anillo;1/07/2025;Internet;24; $ 840.000 
AQI Masivo Barranquilla;1/07/2025;Internet;208; $ 7.280.000 
AQI Whatsapp;1/07/2025;Internet;84; $ 2.940.000 
Atento  Segundo Anillo;1/07/2025;Internet;74; $ 2.590.000 
Atento Clientes Criticos;1/07/2025;Internet;4; $ 140.000 
Atento Proactivo;1/07/2025;Internet;43; $ 1.505.000 
Atento Swat Bogotá;1/07/2025;Internet;46; $ 1.610.000 
Atento Traslados Pereira;1/07/2025;Internet;44; $ 1.540.000 
BRM Filtro;1/07/2025;Internet;67; $ 2.345.000 
BRM Masivo Medellín;1/07/2025;Internet;302; $ 10.570.000 
BRM Whatsapp;1/07/2025;Internet;156; $ 5.460.000 
COS Fidelización Bogotá;1/07/2025;Internet;2; $ 70.000 
COS Masivo Bogotá;1/07/2025;Internet;106; $ 3.710.000 
COS Segundo Anillo;1/07/2025;Internet;53; $ 1.855.000 
Latcom;1/07/2025;Internet;0; $ -   
Millenium Masivo;1/07/2025;Internet;35; $ 1.225.000 
Millenium Web Center;1/07/2025;Internet;22; $ 770.000 
Nexa Masivo;1/07/2025;Internet;38; $ 1.330.000 
ABAI Masivo;1/07/2025;Línea Nueva;5; $ 167.600 
ABAI Proactivo;1/07/2025;Línea Nueva;0; $ -   
ABAI Segundo Anillo;1/07/2025;Línea Nueva;1; $ 33.520 
Almacontact Swat;1/07/2025;Línea Nueva;3; $ 100.560 
AQI  Segundo Anillo;1/07/2025;Línea Nueva;1; $ 33.520 
AQI Masivo Barranquilla;1/07/2025;Línea Nueva;7; $ 234.640 
AQI Whatsapp;1/07/2025;Línea Nueva;4; $ 134.080 
Atento  Segundo Anillo;1/07/2025;Línea Nueva;0; $ -   
Atento Proactivo;1/07/2025;Línea Nueva;0; $ -   
Atento Swat Bogotá;1/07/2025;Línea Nueva;1; $ 33.520 
Atento Traslados Pereira;1/07/2025;Línea Nueva;1; $ 33.520 
BRM Filtro;1/07/2025;Línea Nueva;2; $ 67.040 
BRM Masivo Medellín;1/07/2025;Línea Nueva;7; $ 234.640 
BRM Whatsapp;1/07/2025;Línea Nueva;2; $ 67.040 
COS Fidelización Bogotá;1/07/2025;Línea Nueva;0; $ -   
COS Masivo Bogotá;1/07/2025;Línea Nueva;7; $ 234.640 
COS Segundo Anillo;1/07/2025;Línea Nueva;1; $ 33.520 
Millenium Masivo;1/07/2025;Línea Nueva;6; $ 201.120 
Millenium Web Center;1/07/2025;Línea Nueva;1; $ 33.520 
Nexa Masivo;1/07/2025;Línea Nueva;5; $ 167.600 
ABAI Masivo;1/07/2025;Migraciones;198; $ 6.636.960 
ABAI Proactivo;1/07/2025;Migraciones;0; $ -   
ABAI Segundo Anillo;1/07/2025;Migraciones;17; $ 569.840 
Almacontact Swat;1/07/2025;Migraciones;20; $ 670.400 
AQI  Segundo Anillo;1/07/2025;Migraciones;23; $ 770.960 
AQI Masivo Barranquilla;1/07/2025;Migraciones;101; $ 3.385.520 
AQI Whatsapp;1/07/2025;Migraciones;57; $ 1.910.640 
Atento  Segundo Anillo;1/07/2025;Migraciones;17; $ 569.840 
Atento Proactivo;1/07/2025;Migraciones;0; $ -   
Atento Swat Bogotá;1/07/2025;Migraciones;21; $ 703.920 
Atento Traslados Pereira;1/07/2025;Migraciones;10; $ 335.200 
BRM Filtro;1/07/2025;Migraciones;96; $ 3.217.920 
BRM Masivo Medellín;1/07/2025;Migraciones;191; $ 6.402.320 
BRM Whatsapp;1/07/2025;Migraciones;81; $ 2.715.120 
COS Fidelización Bogotá;1/07/2025;Migraciones;0; $ -   
COS Masivo Bogotá;1/07/2025;Migraciones;201; $ 6.737.520 
COS Segundo Anillo;1/07/2025;Migraciones;26; $ 871.520 
Millenium Masivo;1/07/2025;Migraciones;118; $ 3.955.360 
Millenium Web Center;1/07/2025;Migraciones;34; $ 1.139.680 
Nexa Masivo;1/07/2025;Migraciones;110; $ 3.687.200 
ABAI Masivo;1/07/2025;Portabilidad Pospago;52; $ 1.743.040 
ABAI Proactivo;1/07/2025;Portabilidad Pospago;0; $ -   
ABAI Segundo Anillo;1/07/2025;Portabilidad Pospago;9; $ 301.680 
Almacontact Swat;1/07/2025;Portabilidad Pospago;19; $ 636.880 
AQI  Segundo Anillo;1/07/2025;Portabilidad Pospago;15; $ 502.800 
AQI Masivo Barranquilla;1/07/2025;Portabilidad Pospago;159; $ 5.329.680 
AQI Whatsapp;1/07/2025;Portabilidad Pospago;37; $ 1.240.240 
Atento  Segundo Anillo;1/07/2025;Portabilidad Pospago;19; $ 636.880 
Atento Proactivo;1/07/2025;Portabilidad Pospago;0; $ -   
Atento Swat Bogotá;1/07/2025;Portabilidad Pospago;5; $ 167.600 
Atento Traslados Pereira;1/07/2025;Portabilidad Pospago;5; $ 167.600 
BRM Filtro;1/07/2025;Portabilidad Pospago;35; $ 1.173.200 
BRM Masivo Medellín;1/07/2025;Portabilidad Pospago;108; $ 3.620.160 
BRM Whatsapp;1/07/2025;Portabilidad Pospago;37; $ 1.240.240 
COS Fidelización Bogotá;1/07/2025;Portabilidad Pospago;0; $ -   
COS Masivo Bogotá;1/07/2025;Portabilidad Pospago;112; $ 3.754.240 
COS Segundo Anillo;1/07/2025;Portabilidad Pospago;22; $ 737.440 
Millenium Masivo;1/07/2025;Portabilidad Pospago;44; $ 1.474.880 
Millenium Web Center;1/07/2025;Portabilidad Pospago;27; $ 905.040 
Nexa Masivo;1/07/2025;Portabilidad Pospago;59; $ 1.977.680 
ABAI Masivo;1/07/2025;Servicios Fijo;49; $ 2.526.938 
ABAI Proactivo;1/07/2025;Servicios Fijo;15; $ 646.426 
ABAI Segundo Anillo;1/07/2025;Servicios Fijo;65; $ 2.291.874 
Almacontact Swat;1/07/2025;Servicios Fijo;16; $ 822.724 
AQI  Segundo Anillo;1/07/2025;Servicios Fijo;105; $ 3.790.407 
AQI Masivo Barranquilla;1/07/2025;Servicios Fijo;182; $ 11.459.370 
AQI Whatsapp;1/07/2025;Servicios Fijo;80; $ 4.818.812 
Atento  Segundo Anillo;1/07/2025;Servicios Fijo;327; $ 11.782.583 
Atento Clientes Criticos;1/07/2025;Servicios Fijo;19; $ 675.809 
Atento Proactivo;1/07/2025;Servicios Fijo;177; $ 6.464.260 
Atento Swat Bogotá;1/07/2025;Servicios Fijo;155; $ 5.905.983 
Atento Traslados Pereira;1/07/2025;Servicios Fijo;220; $ 7.757.112 
BRM Filtro;1/07/2025;Servicios Fijo;91; $ 4.642.514 
BRM Masivo Medellín;1/07/2025;Servicios Fijo;240; $ 15.925.586 
BRM Whatsapp;1/07/2025;Servicios Fijo;103; $ 7.610.197 
COS Fidelización Bogotá;1/07/2025;Servicios Fijo;22; $ 705.192 
COS Masivo Bogotá;1/07/2025;Servicios Fijo;126; $ 6.816.856 
COS Segundo Anillo;1/07/2025;Servicios Fijo;425; $ 14.045.074 
Latcom;1/07/2025;Servicios Fijo;0; $ -   
Millenium Masivo;1/07/2025;Servicios Fijo;66; $ 2.967.683 
Millenium Web Center;1/07/2025;Servicios Fijo;43; $ 1.909.895 
Nexa Masivo;1/07/2025;Servicios Fijo;43; $ 2.380.023 
ABAI Masivo;1/07/2025;Tecnología;61; $ 15.946.231 
ABAI Proactivo;1/07/2025;Tecnología;10; $ 2.489.718 
ABAI Segundo Anillo;1/07/2025;Tecnología;15; $ 3.887.480 
Almacontact Swat;1/07/2025;Tecnología;4; $ 1.120.039 
AQI  Segundo Anillo;1/07/2025;Tecnología;4; $ 1.022.169 
AQI Masivo Barranquilla;1/07/2025;Tecnología;23; $ 6.035.275 
AQI Whatsapp;1/07/2025;Tecnología;22; $ 5.757.031 
Atento  Segundo Anillo;1/07/2025;Tecnología;82; $ 21.353.468 
Atento Clientes Criticos;1/07/2025;Tecnología;4; $ 1.062.877 
Atento Proactivo;1/07/2025;Tecnología;48; $ 12.490.788 
Atento Swat Bogotá;1/07/2025;Tecnología;64; $ 16.515.104 
Atento Traslados Pereira;1/07/2025;Tecnología;117; $ 30.326.310 
BRM Filtro;1/07/2025;Tecnología;65; $ 16.827.076 
BRM Masivo Medellín;1/07/2025;Tecnología;51; $ 13.352.309 
BRM Whatsapp;1/07/2025;Tecnología;43; $ 11.102.150 
COS Fidelización Bogotá;1/07/2025;Tecnología;4; $ 923.095 
COS Masivo Bogotá;1/07/2025;Tecnología;31; $ 8.152.338 
COS Segundo Anillo;1/07/2025;Tecnología;5; $ 1.285.274 
Latcom;1/07/2025;Tecnología;1; $ 197.806 
Millenium Masivo;1/07/2025;Tecnología;17; $ 4.508.220 
Millenium Web Center;1/07/2025;Tecnología;6; $ 1.561.796 
Nexa Masivo;1/07/2025;Tecnología;17; $ 4.398.083 
ABAI Masivo;1/07/2025;Terminales;57; $ 68.719.265 
ABAI Proactivo;1/07/2025;Terminales;10; $ 11.742.525 
ABAI Segundo Anillo;1/07/2025;Terminales;5; $ 5.892.649 
Almacontact Swat;1/07/2025;Terminales;1; $ 1.772.915 
AQI  Segundo Anillo;1/07/2025;Terminales;1; $ 1.614.805 
AQI Masivo Barranquilla;1/07/2025;Terminales;64; $ 76.127.615 
AQI Whatsapp;1/07/2025;Terminales;33; $ 39.552.594 
Atento  Segundo Anillo;1/07/2025;Terminales;2; $ 2.917.617 
Atento Clientes Criticos;1/07/2025;Terminales;1; $ 1.614.805 
Atento Proactivo;1/07/2025;Terminales;1; $ 1.614.805 
Atento Swat Bogotá;1/07/2025;Terminales;1; $ 1.614.805 
Atento Traslados Pereira;1/07/2025;Terminales;1; $ 1.614.805 
BRM Filtro;1/07/2025;Terminales;125; $ 149.114.574 
BRM Masivo Medellín;1/07/2025;Terminales;66; $ 78.499.623 
BRM Whatsapp;1/07/2025;Terminales;63; $ 75.497.894 
COS Fidelización Bogotá;1/07/2025;Terminales;4; $ 4.924.285 
COS Masivo Bogotá;1/07/2025;Terminales;189; $ 225.755.147 
COS Segundo Anillo;1/07/2025;Terminales;19; $ 22.271.186 
Latcom;1/07/2025;Terminales;1; $ 1.614.805 
Millenium Masivo;1/07/2025;Terminales;41; $ 49.165.194 
Millenium Web Center;1/07/2025;Terminales;7; $ 8.778.608 
Nexa Masivo;1/07/2025;Terminales;32; $ 37.916.414 
ABAI Masivo;1/07/2025;UG Fijo;250; $ 4.000.000 
ABAI Proactivo;1/07/2025;UG Fijo;38; $ 608.000 
ABAI Segundo Anillo;1/07/2025;UG Fijo;21; $ 336.000 
Almacontact Swat;1/07/2025;UG Fijo;490; $ 7.840.000 
AQI  Segundo Anillo;1/07/2025;UG Fijo;59; $ 944.000 
AQI Masivo Barranquilla;1/07/2025;UG Fijo;250; $ 4.000.000 
AQI Whatsapp;1/07/2025;UG Fijo;56; $ 896.000 
Atento  Segundo Anillo;1/07/2025;UG Fijo;65; $ 1.040.000 
Atento Clientes Criticos;1/07/2025;UG Fijo;313; $ 5.008.000 
Atento Proactivo;1/07/2025;UG Fijo;103; $ 1.648.000 
Atento Swat Bogotá;1/07/2025;UG Fijo;560; $ 8.960.000 
Atento Traslados Pereira;1/07/2025;UG Fijo;350; $ 5.600.000 
BRM Filtro;1/07/2025;UG Fijo;315; $ 5.040.000 
BRM Masivo Medellín;1/07/2025;UG Fijo;300; $ 4.800.000 
BRM Whatsapp;1/07/2025;UG Fijo;56; $ 896.000 
COS Fidelización Bogotá;1/07/2025;UG Fijo;64; $ 1.024.000 
COS Masivo Bogotá;1/07/2025;UG Fijo;584; $ 9.344.000 
COS Segundo Anillo;1/07/2025;UG Fijo;65; $ 1.040.000 
Latcom;1/07/2025;UG Fijo;26; $ 416.000 
Millenium Masivo;1/07/2025;UG Fijo;150; $ 2.400.000 
Millenium Web Center;1/07/2025;UG Fijo;75; $ 1.200.000 
Nexa Masivo;1/07/2025;UG Fijo;133; $ 2.128.000 
ABAI Masivo;1/07/2025;UG Móvil;308; $ 3.150.000 
ABAI Proactivo;1/07/2025;UG Móvil;686; $ 7.000.000 
ABAI Segundo Anillo;1/07/2025;UG Móvil;0; $ -   
Almacontact Swat;1/07/2025;UG Móvil;34; $ 350.000 
AQI  Segundo Anillo;1/07/2025;UG Móvil;0; $ -   
AQI Masivo Barranquilla;1/07/2025;UG Móvil;308; $ 3.150.000 
AQI Whatsapp;1/07/2025;UG Móvil;88; $ 900.000 
Atento  Segundo Anillo;1/07/2025;UG Móvil;0; $ -   
Atento Proactivo;1/07/2025;UG Móvil;1469; $ 15.000.000 
Atento Swat Bogotá;1/07/2025;UG Móvil;39; $ 400.000 
Atento Traslados Pereira;1/07/2025;UG Móvil;24; $ 250.000 
BRM Filtro;1/07/2025;UG Móvil;0; $ -   
BRM Masivo Medellín;1/07/2025;UG Móvil;370; $ 3.780.000 
BRM Whatsapp;1/07/2025;UG Móvil;88; $ 900.000 
COS Fidelización Bogotá;1/07/2025;UG Móvil;783; $ 8.000.000 
COS Masivo Bogotá;1/07/2025;UG Móvil;720; $ 7.350.000 
COS Segundo Anillo;1/07/2025;UG Móvil;0; $ -   
Millenium Masivo;1/07/2025;UG Móvil;185; $ 1.890.000 
Millenium Web Center;1/07/2025;UG Móvil;118; $ 1.200.000 
Nexa Masivo;1/07/2025;UG Móvil;165; $ 1.680.000 
ABAI Masivo;1/07/2025;Ultra WiFi;1663; $ 274.150.321 
ABAI Proactivo;1/07/2025;Ultra WiFi;260; $ 42.803.655 
ABAI Segundo Anillo;1/07/2025;Ultra WiFi;405; $ 66.834.214 
Almacontact Swat;1/07/2025;Ultra WiFi;117; $ 19.255.899 
AQI  Segundo Anillo;1/07/2025;Ultra WiFi;107; $ 17.573.298 
AQI Masivo Barranquilla;1/07/2025;Ultra WiFi;629; $ 103.759.472 
AQI Whatsapp;1/07/2025;Ultra WiFi;600; $ 98.975.856 
Atento  Segundo Anillo;1/07/2025;Ultra WiFi;2227; $ 367.112.466 
Atento Clientes Criticos;1/07/2025;Ultra WiFi;111; $ 18.273.170 
Atento Proactivo;1/07/2025;Ultra WiFi;1303; $ 214.743.760 
Atento Swat Bogotá;1/07/2025;Ultra WiFi;1722; $ 283.930.494 
Atento Traslados Pereira;1/07/2025;Ultra WiFi;3162; $ 521.375.101 
BRM Filtro;1/07/2025;Ultra WiFi;1755; $ 289.293.962 
BRM Masivo Medellín;1/07/2025;Ultra WiFi;1392; $ 229.555.180 
BRM Whatsapp;1/07/2025;Ultra WiFi;1158; $ 190.870.063 
COS Fidelización Bogotá;1/07/2025;Ultra WiFi;96; $ 15.869.999 
COS Masivo Bogotá;1/07/2025;Ultra WiFi;850; $ 140.156.391 
COS Segundo Anillo;1/07/2025;Ultra WiFi;134; $ 22.096.645 
Latcom;1/07/2025;Ultra WiFi;21; $ 3.400.710 
Millenium Masivo;1/07/2025;Ultra WiFi;470; $ 77.506.091 
Millenium Web Center;1/07/2025;Ultra WiFi;163; $ 26.850.659 
Nexa Masivo;1/07/2025;Ultra WiFi;459; $ 75.612.593 
ABAI Masivo;1/08/2025;Adicionales;831; $ 14.478.513 
ABAI Proactivo;1/08/2025;Adicionales;393; $ 6.847.239 
ABAI Segundo Anillo;1/08/2025;Adicionales;1018; $ 17.736.614 
Almacontact Swat;1/08/2025;Adicionales;315; $ 5.488.245 
AQI  Segundo Anillo;1/08/2025;Adicionales;887; $ 15.454.201 
AQI Masivo Barranquilla;1/08/2025;Adicionales;975; $ 16.987.425 
AQI Whatsapp;1/08/2025;Adicionales;626; $ 10.906.798 
Atento  Segundo Anillo;1/08/2025;Adicionales;3675; $ 64.029.525 
Atento Clientes Criticos;1/08/2025;Adicionales;569; $ 9.913.687 
Atento Proactivo;1/08/2025;Adicionales;9318; $ 162.347.514 
Atento Swat Bogotá;1/08/2025;Adicionales;3179; $ 55.387.717 
Atento Traslados Pereira;1/08/2025;Adicionales;804; $ 14.008.092 
BRM Filtro;1/08/2025;Adicionales;1399; $ 24.374.777 
BRM Masivo Medellín;1/08/2025;Adicionales;994; $ 17.318.462 
BRM Whatsapp;1/08/2025;Adicionales;621; $ 10.819.683 
COS Fidelización Bogotá;1/08/2025;Adicionales;2533; $ 44.132.459 
COS Masivo Bogotá;1/08/2025;Adicionales;2232; $ 38.888.136 
COS Segundo Anillo;1/08/2025;Adicionales;7713; $ 134.383.599 
IBR Latam SAC;1/08/2025;Adicionales;794; $ 13.833.862 
Latcom;1/08/2025;Adicionales;12; $ 209.076 
Millenium Masivo;1/08/2025;Adicionales;1444; $ 25.158.812 
Millenium Web Center;1/08/2025;Adicionales;927; $ 16.151.121 
Nexa Masivo;1/08/2025;Adicionales;305; $ 5.314.015 
ABAI Masivo;1/08/2025;Convergencia Móvil;21;
ABAI Proactivo;1/08/2025;Convergencia Móvil;0;
ABAI Segundo Anillo;1/08/2025;Convergencia Móvil;2;
Almacontact Swat;1/08/2025;Convergencia Móvil;1;
AQI  Segundo Anillo;1/08/2025;Convergencia Móvil;4;
AQI Masivo Barranquilla;1/08/2025;Convergencia Móvil;36;
AQI Whatsapp;1/08/2025;Convergencia Móvil;20;
Atento  Segundo Anillo;1/08/2025;Convergencia Móvil;0;
Atento Proactivo;1/08/2025;Convergencia Móvil;0;
Atento Swat Bogotá;1/08/2025;Convergencia Móvil;1;
Atento Traslados Pereira;1/08/2025;Convergencia Móvil;0;
BRM Filtro;1/08/2025;Convergencia Móvil;14;
BRM Masivo Medellín;1/08/2025;Convergencia Móvil;27;
BRM Whatsapp;1/08/2025;Convergencia Móvil;15;
COS Fidelización Bogotá;1/08/2025;Convergencia Móvil;0;
COS Masivo Bogotá;1/08/2025;Convergencia Móvil;20;
COS Segundo Anillo;1/08/2025;Convergencia Móvil;4;
IBR Latam SAC;1/08/2025;Convergencia Móvil;1;
Millenium Masivo;1/08/2025;Convergencia Móvil;14;
Millenium Web Center;1/08/2025;Convergencia Móvil;4;
Nexa Masivo;1/08/2025;Convergencia Móvil;7;
ABAI Masivo;1/08/2025;Internet;38; $ 3.630.330 
ABAI Proactivo;1/08/2025;Internet;6; $ 573.210 
ABAI Segundo Anillo;1/08/2025;Internet;13; $ 1.241.955 
Almacontact Swat;1/08/2025;Internet;12; $ 1.146.420 
AQI  Segundo Anillo;1/08/2025;Internet;24; $ 2.292.840 
AQI Masivo Barranquilla;1/08/2025;Internet;219; $ 20.922.165 
AQI Whatsapp;1/08/2025;Internet;87; $ 8.311.545 
Atento  Segundo Anillo;1/08/2025;Internet;76; $ 7.260.660 
Atento Clientes Criticos;1/08/2025;Internet;2; $ 191.070 
Atento Proactivo;1/08/2025;Internet;44; $ 4.203.540 
Atento Swat Bogotá;1/08/2025;Internet;47; $ 4.490.145 
Atento Traslados Pereira;1/08/2025;Internet;44; $ 4.203.540 
BRM Filtro;1/08/2025;Internet;69; $ 6.591.915 
BRM Masivo Medellín;1/08/2025;Internet;315; $ 30.093.525 
BRM Whatsapp;1/08/2025;Internet;160; $ 15.285.600 
COS Fidelización Bogotá;1/08/2025;Internet;1; $ 95.535 
COS Masivo Bogotá;1/08/2025;Internet;109; $ 10.413.315 
COS Segundo Anillo;1/08/2025;Internet;54; $ 5.158.890 
IBR Latam SAC;1/08/2025;Internet;21; $ 2.006.235 
Latcom;1/08/2025;Internet;0; $ -   
Millenium Masivo;1/08/2025;Internet;36; $ 3.439.260 
Millenium Web Center;1/08/2025;Internet;22; $ 2.101.770 
Nexa Masivo;1/08/2025;Internet;38; $ 3.630.330 
ABAI Masivo;1/08/2025;Línea Nueva;5; $ 167.600 
ABAI Proactivo;1/08/2025;Línea Nueva;0; $ -   
ABAI Segundo Anillo;1/08/2025;Línea Nueva;1; $ 33.520 
Almacontact Swat;1/08/2025;Línea Nueva;3; $ 100.560 
AQI  Segundo Anillo;1/08/2025;Línea Nueva;1; $ 33.520 
AQI Masivo Barranquilla;1/08/2025;Línea Nueva;5; $ 167.600 
AQI Whatsapp;1/08/2025;Línea Nueva;3; $ 100.560 
Atento  Segundo Anillo;1/08/2025;Línea Nueva;0; $ -   
Atento Proactivo;1/08/2025;Línea Nueva;0; $ -   
Atento Swat Bogotá;1/08/2025;Línea Nueva;1; $ 33.520 
Atento Traslados Pereira;1/08/2025;Línea Nueva;1; $ 33.520 
BRM Filtro;1/08/2025;Línea Nueva;2; $ 67.040 
BRM Masivo Medellín;1/08/2025;Línea Nueva;6; $ 201.120 
BRM Whatsapp;1/08/2025;Línea Nueva;2; $ 67.040 
COS Fidelización Bogotá;1/08/2025;Línea Nueva;0; $ -   
COS Masivo Bogotá;1/08/2025;Línea Nueva;5; $ 167.600 
COS Segundo Anillo;1/08/2025;Línea Nueva;1; $ 33.520 
IBR Latam SAC;1/08/2025;Línea Nueva;1; $ 33.520 
Millenium Masivo;1/08/2025;Línea Nueva;6; $ 201.120 
Millenium Web Center;1/08/2025;Línea Nueva;1; $ 33.520 
Nexa Masivo;1/08/2025;Línea Nueva;5; $ 167.600 
ABAI Masivo;1/08/2025;Migraciones;183; $ 6.134.160 
ABAI Proactivo;1/08/2025;Migraciones;0; $ -   
ABAI Segundo Anillo;1/08/2025;Migraciones;15; $ 502.800 
Almacontact Swat;1/08/2025;Migraciones;19; $ 636.880 
AQI  Segundo Anillo;1/08/2025;Migraciones;19; $ 636.880 
AQI Masivo Barranquilla;1/08/2025;Migraciones;96; $ 3.217.920 
AQI Whatsapp;1/08/2025;Migraciones;97; $ 3.251.440 
Atento  Segundo Anillo;1/08/2025;Migraciones;14; $ 469.280 
Atento Proactivo;1/08/2025;Migraciones;0; $ -   
Atento Swat Bogotá;1/08/2025;Migraciones;20; $ 670.400 
Atento Traslados Pereira;1/08/2025;Migraciones;9; $ 301.680 
BRM Filtro;1/08/2025;Migraciones;86; $ 2.882.720 
BRM Masivo Medellín;1/08/2025;Migraciones;122; $ 4.089.440 
BRM Whatsapp;1/08/2025;Migraciones;91; $ 3.050.320 
COS Fidelización Bogotá;1/08/2025;Migraciones;0; $ -   
COS Masivo Bogotá;1/08/2025;Migraciones;160; $ 5.363.200 
COS Segundo Anillo;1/08/2025;Migraciones;21; $ 703.920 
IBR Latam SAC;1/08/2025;Migraciones;1; $ 33.520 
Millenium Masivo;1/08/2025;Migraciones;116; $ 3.888.320 
Millenium Web Center;1/08/2025;Migraciones;30; $ 1.005.600 
Nexa Masivo;1/08/2025;Migraciones;96; $ 3.217.920 
ABAI Masivo;1/08/2025;Portabilidad Pospago;52; $ 1.743.040 
ABAI Proactivo;1/08/2025;Portabilidad Pospago;0; $ -   
ABAI Segundo Anillo;1/08/2025;Portabilidad Pospago;9; $ 301.680 
Almacontact Swat;1/08/2025;Portabilidad Pospago;19; $ 636.880 
AQI  Segundo Anillo;1/08/2025;Portabilidad Pospago;15; $ 502.800 
AQI Masivo Barranquilla;1/08/2025;Portabilidad Pospago;156; $ 5.229.120 
AQI Whatsapp;1/08/2025;Portabilidad Pospago;31; $ 1.039.120 
Atento  Segundo Anillo;1/08/2025;Portabilidad Pospago;15; $ 502.800 
Atento Proactivo;1/08/2025;Portabilidad Pospago;0; $ -   
Atento Swat Bogotá;1/08/2025;Portabilidad Pospago;5; $ 167.600 
Atento Traslados Pereira;1/08/2025;Portabilidad Pospago;3; $ 100.560 
BRM Filtro;1/08/2025;Portabilidad Pospago;35; $ 1.173.200 
BRM Masivo Medellín;1/08/2025;Portabilidad Pospago;98; $ 3.284.960 
BRM Whatsapp;1/08/2025;Portabilidad Pospago;37; $ 1.240.240 
COS Fidelización Bogotá;1/08/2025;Portabilidad Pospago;0; $ -   
COS Masivo Bogotá;1/08/2025;Portabilidad Pospago;97; $ 3.251.440 
COS Segundo Anillo;1/08/2025;Portabilidad Pospago;22; $ 737.440 
IBR Latam SAC;1/08/2025;Portabilidad Pospago;1; $ 33.520 
Millenium Masivo;1/08/2025;Portabilidad Pospago;34; $ 1.139.680 
Millenium Web Center;1/08/2025;Portabilidad Pospago;27; $ 905.040 
Nexa Masivo;1/08/2025;Portabilidad Pospago;35; $ 1.173.200 
ABAI Masivo;1/08/2025;Servicios Fijo;44; $ 2.409.406 
ABAI Proactivo;1/08/2025;Servicios Fijo;12; $ 528.894 
ABAI Segundo Anillo;1/08/2025;Servicios Fijo;60; $ 2.144.959 
Almacontact Swat;1/08/2025;Servicios Fijo;12; $ 705.192 
AQI  Segundo Anillo;1/08/2025;Servicios Fijo;100; $ 3.643.492 
AQI Masivo Barranquilla;1/08/2025;Servicios Fijo;161; $ 11.165.540 
AQI Whatsapp;1/08/2025;Servicios Fijo;71; $ 4.642.514 
Atento  Segundo Anillo;1/08/2025;Servicios Fijo;317; $ 11.547.519 
Atento Clientes Criticos;1/08/2025;Servicios Fijo;17; $ 558.277 
Atento Proactivo;1/08/2025;Servicios Fijo;170; $ 6.287.962 
Atento Swat Bogotá;1/08/2025;Servicios Fijo;148; $ 5.729.685 
Atento Traslados Pereira;1/08/2025;Servicios Fijo;216; $ 7.639.580 
BRM Filtro;1/08/2025;Servicios Fijo;83; $ 4.466.216 
BRM Masivo Medellín;1/08/2025;Servicios Fijo;216; $ 15.602.373 
BRM Whatsapp;1/08/2025;Servicios Fijo;93; $ 7.433.899 
COS Fidelización Bogotá;1/08/2025;Servicios Fijo;19; $ 587.660 
COS Masivo Bogotá;1/08/2025;Servicios Fijo;117; $ 6.640.558 
COS Segundo Anillo;1/08/2025;Servicios Fijo;414; $ 13.751.244 
IBR Latam SAC;1/08/2025;Servicios Fijo;42; $ 1.851.129 
Latcom;1/08/2025;Servicios Fijo;0; $ -   
Millenium Masivo;1/08/2025;Servicios Fijo;60; $ 2.820.768 
Millenium Web Center;1/08/2025;Servicios Fijo;39; $ 1.792.363 
Nexa Masivo;1/08/2025;Servicios Fijo;39; $ 2.262.491 
ABAI Masivo;1/08/2025;Tecnología;56; $ 14.593.509 
ABAI Proactivo;1/08/2025;Tecnología;9; $ 2.277.747 
ABAI Segundo Anillo;1/08/2025;Tecnología;14; $ 3.560.723 
Almacontact Swat;1/08/2025;Tecnología;4; $ 1.023.240 
AQI  Segundo Anillo;1/08/2025;Tecnología;4; $ 935.508 
AQI Masivo Barranquilla;1/08/2025;Tecnología;21; $ 5.520.096 
AQI Whatsapp;1/08/2025;Tecnología;20; $ 5.268.308 
